,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
15663,27.0,admin.,single,high.school,unknown,no,no,cellular,jul,mon,1105.0,2,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
38151,35.0,admin.,married,university.degree,no,yes,no,telephone,sep,wed,234.0,1,999.0,0.0,nonexistent,-3.4,92.379,-29.8,0.753,5017.5,yes
28189,41.0,admin.,married,university.degree,no,yes,no,cellular,apr,tue,183.0,1,999.0,1.0,failure,-1.8,93.075,-47.1,1.453,5099.1,no
26123,55.0,technician,married,high.school,unknown,yes,no,cellular,nov,wed,285.0,2,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
9613,25.0,blue-collar,single,basic.4y,no,yes,yes,telephone,jun,mon,81.0,1,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
40891,29.0,technician,married,professional.course,no,yes,no,cellular,oct,fri,319.0,1,5.0,2.0,success,-1.1,94.601,-49.5,0.972,4963.6,yes
20290,46.0,admin.,married,university.degree,no,no,no,cellular,aug,mon,67.0,5,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20511,35.0,management,married,university.degree,no,yes,no,cellular,aug,tue,284.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
8413,31.0,housemaid,married,university.degree,no,no,yes,telephone,jun,tue,230.0,3,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
17320,55.0,admin.,divorced,professional.course,unknown,no,no,cellular,jul,mon,68.0,4,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
38313,28.0,student,single,unknown,no,yes,no,cellular,oct,thu,231.0,1,999.0,0.0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,no
30399,53.0,technician,married,professional.course,no,yes,no,cellular,apr,thu,301.0,1,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
40439,29.0,services,single,university.degree,no,no,no,cellular,aug,mon,265.0,1,6.0,1.0,success,-1.7,94.027,-38.3,0.904,4991.6,yes
19828,31.0,housemaid,married,basic.4y,no,no,no,cellular,aug,fri,172.0,5,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
27921,56.0,blue-collar,married,basic.4y,no,yes,no,cellular,mar,fri,283.0,1,999.0,0.0,nonexistent,-1.8,92.843,-50.0,1.531,5099.1,yes
40783,33.0,technician,married,professional.course,no,no,no,cellular,sep,wed,569.0,1,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
38917,24.0,admin.,single,university.degree,no,yes,no,cellular,nov,wed,84.0,1,9.0,3.0,failure,-3.4,92.649,-30.1,0.716,5017.5,no
71,44.0,management,divorced,university.degree,no,yes,no,telephone,may,mon,172.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
774,38.0,housemaid,married,basic.9y,no,no,no,telephone,may,wed,92.0,2,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
7555,37.0,blue-collar,married,high.school,no,no,no,telephone,may,fri,1236.0,2,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes
4779,29.0,admin.,single,high.school,no,no,no,telephone,may,wed,93.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
20413,37.0,technician,single,professional.course,unknown,yes,no,cellular,aug,tue,971.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes
23955,35.0,technician,married,high.school,no,unknown,unknown,cellular,aug,fri,61.0,2,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
35049,23.0,blue-collar,single,basic.4y,no,yes,no,cellular,may,fri,523.0,2,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
388,28.0,unknown,single,unknown,unknown,yes,yes,telephone,may,tue,1201.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
38509,68.0,retired,divorced,professional.course,no,yes,no,cellular,oct,tue,418.0,2,999.0,0.0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,yes
37830,46.0,admin.,married,university.degree,no,yes,no,cellular,aug,thu,445.0,3,999.0,0.0,nonexistent,-2.9,92.201,-31.4,0.8290000000000001,5076.2,yes
37702,33.0,admin.,single,university.degree,no,no,no,cellular,aug,wed,338.0,1,999.0,0.0,nonexistent,-2.9,92.201,-31.4,0.8540000000000001,5076.2,yes
9935,43.0,services,single,unknown,unknown,yes,no,telephone,jun,wed,86.0,2,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
12966,27.0,admin.,single,high.school,no,no,no,cellular,jul,tue,158.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
18225,29.0,technician,married,university.degree,no,yes,no,cellular,jul,wed,115.0,5,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
8817,52.0,blue-collar,divorced,basic.4y,no,no,no,telephone,jun,thu,910.0,2,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,yes
18944,54.0,blue-collar,married,unknown,no,no,no,cellular,aug,mon,143.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
21175,31.0,management,married,university.degree,no,no,no,cellular,aug,mon,92.0,3,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
36311,72.0,admin.,married,university.degree,no,yes,no,cellular,jun,mon,134.0,1,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,no
39892,78.0,retired,divorced,unknown,no,no,no,cellular,jun,thu,544.0,1,999.0,0.0,nonexistent,-1.7,94.055,-39.8,0.7290000000000001,4991.6,yes
7162,36.0,admin.,single,university.degree,no,no,no,telephone,may,thu,792.0,3,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes
27250,58.0,admin.,married,university.degree,no,no,no,cellular,nov,fri,850.0,1,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,yes
14787,39.0,technician,married,high.school,unknown,no,no,cellular,jul,wed,781.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes
36894,32.0,technician,married,high.school,no,yes,no,telephone,jun,fri,293.0,5,999.0,1.0,failure,-2.9,92.963,-40.8,1.224,5076.2,yes
23388,54.0,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,wed,523.0,3,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes
36329,26.0,admin.,single,high.school,no,no,no,cellular,jun,tue,479.0,1,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes
34538,43.0,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,thu,543.0,2,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
17624,38.0,student,single,unknown,unknown,yes,yes,cellular,jul,mon,76.0,4,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
6561,28.0,self-employed,married,professional.course,no,yes,no,telephone,may,wed,119.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
39592,52.0,admin.,married,university.degree,no,yes,no,cellular,may,wed,338.0,1,999.0,0.0,nonexistent,-1.8,93.876,-40.0,0.672,5008.7,yes
12953,47.0,admin.,married,university.degree,no,yes,no,cellular,jul,tue,194.0,3,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
14821,23.0,blue-collar,single,high.school,no,yes,no,cellular,jul,wed,830.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes
38184,82.0,retired,married,university.degree,no,yes,no,cellular,oct,tue,215.0,1,999.0,0.0,nonexistent,-3.4,92.431,-26.9,0.7440000000000001,5017.5,yes
15452,45.0,housemaid,divorced,basic.4y,unknown,no,no,cellular,jul,fri,420.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes
36278,49.0,management,married,university.degree,no,yes,no,cellular,jun,mon,339.0,1,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,yes
30277,39.0,technician,married,professional.course,no,yes,no,cellular,apr,thu,423.0,2,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
24720,37.0,entrepreneur,married,university.degree,unknown,yes,no,telephone,nov,mon,17.0,1,999.0,1.0,failure,-0.1,93.2,-42.0,4.191,5195.8,no
36674,49.0,unemployed,married,professional.course,no,no,no,cellular,jun,fri,317.0,1,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,no
4799,33.0,blue-collar,married,professional.course,no,yes,no,telephone,may,wed,161.0,4,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
4779,29.0,admin.,single,high.school,no,no,no,telephone,may,wed,93.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
34861,27.0,admin.,married,university.degree,no,yes,no,cellular,may,fri,670.0,4,999.0,1.0,failure,-1.8,92.893,-46.2,1.25,5099.1,yes
40294,50.0,entrepreneur,divorced,university.degree,no,yes,no,cellular,jul,thu,386.0,1,6.0,3.0,success,-1.7,94.215,-40.3,0.899,4991.6,yes
34244,59.0,admin.,divorced,basic.9y,no,yes,no,cellular,may,thu,8.0,6,999.0,1.0,failure,-1.8,92.893,-46.2,1.266,5099.1,no
11029,50.0,management,married,university.degree,unknown,no,no,telephone,jun,wed,242.0,2,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
29432,48.0,services,married,high.school,no,no,no,cellular,apr,mon,1112.0,3,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
4826,46.0,blue-collar,divorced,basic.9y,no,no,no,telephone,may,wed,418.0,2,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
40644,36.0,management,divorced,university.degree,no,no,no,cellular,sep,tue,190.0,3,6.0,1.0,success,-1.1,94.199,-37.5,0.8809999999999999,4963.6,yes
30760,35.0,blue-collar,single,high.school,no,no,no,cellular,may,tue,1090.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,yes
24452,40.0,admin.,single,high.school,unknown,no,yes,telephone,nov,mon,14.0,1,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
14169,56.0,services,divorced,high.school,unknown,yes,no,cellular,jul,mon,247.0,2,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30332,40.0,technician,married,professional.course,no,yes,no,cellular,apr,thu,580.0,2,2.0,1.0,success,-1.8,93.075,-47.1,1.365,5099.1,yes
40543,19.0,student,single,high.school,no,unknown,unknown,cellular,aug,tue,1120.0,1,999.0,0.0,nonexistent,-1.7,94.027,-38.3,0.8859999999999999,4991.6,yes
26524,50.0,admin.,divorced,university.degree,no,no,no,cellular,nov,thu,160.0,1,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
39052,70.0,retired,married,basic.4y,no,no,no,cellular,dec,wed,546.0,2,999.0,0.0,nonexistent,-3.0,92.713,-33.0,0.715,5023.5,yes
26923,41.0,services,married,professional.course,no,no,yes,cellular,nov,thu,217.0,3,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
7856,39.0,admin.,married,university.degree,no,yes,no,telephone,jun,mon,490.0,1,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
23079,55.0,technician,divorced,university.degree,no,no,no,cellular,aug,tue,104.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
25519,58.0,management,divorced,university.degree,no,no,no,cellular,nov,wed,418.0,1,5.0,1.0,success,-0.1,93.2,-42.0,4.12,5195.8,yes
36809,36.0,self-employed,single,university.degree,no,no,no,cellular,jun,mon,177.0,1,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
27438,34.0,admin.,single,university.degree,no,no,no,telephone,nov,fri,34.0,1,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
18313,37.0,housemaid,single,professional.course,no,yes,no,cellular,jul,wed,60.0,8,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
7522,59.0,entrepreneur,divorced,high.school,no,no,no,telephone,may,fri,143.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
35643,33.0,unemployed,married,basic.4y,no,no,no,cellular,may,mon,1008.0,1,999.0,1.0,failure,-1.8,92.893,-46.2,1.244,5099.1,yes
39543,33.0,admin.,married,university.degree,no,no,no,cellular,apr,thu,157.0,6,999.0,0.0,nonexistent,-1.8,93.749,-34.6,0.659,5008.7,no
38966,58.0,unknown,married,basic.9y,no,yes,no,cellular,dec,thu,154.0,1,999.0,1.0,failure,-3.0,92.713,-33.0,0.72,5023.5,yes
7445,27.0,admin.,single,high.school,unknown,no,no,telephone,may,fri,682.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes
7028,44.0,blue-collar,single,basic.4y,no,yes,no,telephone,may,thu,106.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
801,47.0,services,divorced,high.school,no,no,no,telephone,may,wed,421.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
36578,56.0,management,married,university.degree,no,yes,no,telephone,jun,wed,218.0,5,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
424,38.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,118.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
26980,31.0,services,single,high.school,no,yes,no,cellular,nov,thu,1059.0,2,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,yes
7475,52.0,services,married,high.school,unknown,unknown,unknown,telephone,may,fri,854.0,2,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes
30342,20.0,student,single,high.school,no,yes,no,cellular,apr,thu,615.0,1,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
35377,29.0,admin.,married,high.school,no,yes,no,cellular,may,fri,1871.0,4,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
21801,32.0,admin.,single,university.degree,no,no,no,cellular,aug,wed,160.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
15862,26.0,housemaid,married,basic.4y,no,yes,no,cellular,jul,mon,149.0,2,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
36945,61.0,admin.,married,university.degree,no,yes,yes,telephone,jul,wed,261.0,4,999.0,0.0,nonexistent,-2.9,92.469,-33.6,1.085,5076.2,yes
6828,31.0,blue-collar,married,basic.9y,no,no,yes,telephone,may,wed,234.0,3,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
36258,31.0,services,married,basic.9y,no,yes,no,cellular,jun,mon,326.0,1,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,yes
30482,59.0,retired,married,basic.6y,no,no,no,cellular,may,mon,233.0,2,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
22533,54.0,admin.,married,high.school,no,yes,no,cellular,aug,fri,92.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
17094,28.0,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,75.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
36333,43.0,blue-collar,married,basic.9y,no,yes,no,cellular,jun,tue,395.0,1,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes
21293,45.0,technician,divorced,university.degree,no,yes,no,cellular,aug,mon,100.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
27690,26.0,student,single,basic.9y,no,yes,no,cellular,mar,mon,712.0,4,999.0,0.0,nonexistent,-1.8,92.843,-50.0,1.811,5099.1,yes
30550,44.0,self-employed,single,professional.course,no,yes,no,cellular,may,mon,922.0,4,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,yes
36981,56.0,admin.,divorced,unknown,no,yes,no,telephone,jul,fri,353.0,2,999.0,0.0,nonexistent,-2.9,92.469,-33.6,1.0590000000000002,5076.2,yes
9365,33.0,technician,married,professional.course,no,no,no,telephone,jun,fri,1271.0,2,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
35499,23.0,blue-collar,single,high.school,no,yes,no,cellular,may,mon,115.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
15573,31.0,blue-collar,single,university.degree,no,no,no,cellular,jul,fri,35.0,3,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
34667,32.0,technician,single,professional.course,no,no,no,cellular,may,thu,1060.0,2,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes
20278,55.0,retired,married,basic.9y,no,no,no,cellular,aug,mon,248.0,3,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
8112,35.0,student,single,university.degree,unknown,yes,yes,telephone,jun,mon,444.0,2,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,yes
40795,26.0,self-employed,single,university.degree,no,yes,no,cellular,sep,thu,333.0,1,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,no
31139,36.0,admin.,single,university.degree,unknown,yes,no,cellular,may,wed,530.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,yes
39321,27.0,admin.,single,unknown,no,yes,no,cellular,mar,mon,247.0,3,6.0,2.0,success,-1.8,93.369,-34.8,0.639,5008.7,yes
35422,38.0,technician,single,professional.course,no,yes,no,telephone,may,mon,15.0,7,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
39448,53.0,entrepreneur,married,basic.4y,no,yes,yes,cellular,apr,tue,398.0,2,999.0,0.0,nonexistent,-1.8,93.749,-34.6,0.644,5008.7,yes
31711,29.0,admin.,single,basic.9y,unknown,yes,no,cellular,may,thu,983.0,4,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,yes
4141,33.0,blue-collar,married,basic.9y,no,unknown,unknown,telephone,may,mon,215.0,3,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
28941,35.0,blue-collar,married,basic.4y,no,yes,no,cellular,apr,fri,199.0,2,999.0,1.0,failure,-1.8,93.075,-47.1,1.405,5099.1,no
31376,39.0,blue-collar,divorced,basic.9y,unknown,no,no,cellular,may,wed,482.0,2,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
37686,32.0,technician,single,university.degree,no,yes,no,cellular,aug,wed,240.0,2,999.0,0.0,nonexistent,-2.9,92.201,-31.4,0.8540000000000001,5076.2,yes
38970,60.0,retired,married,high.school,no,no,no,cellular,dec,thu,472.0,1,999.0,0.0,nonexistent,-3.0,92.713,-33.0,0.72,5023.5,yes
27805,88.0,retired,divorced,basic.4y,no,yes,yes,cellular,mar,wed,796.0,5,999.0,0.0,nonexistent,-1.8,92.843,-50.0,1.663,5099.1,yes
6941,53.0,entrepreneur,divorced,unknown,no,no,no,telephone,may,thu,184.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
35097,33.0,blue-collar,married,professional.course,no,yes,no,cellular,may,fri,669.0,1,999.0,1.0,failure,-1.8,92.893,-46.2,1.25,5099.1,yes
8282,38.0,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,tue,14.0,1,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
15126,23.0,management,single,university.degree,no,no,no,cellular,jul,thu,795.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,yes
14849,50.0,retired,married,basic.4y,no,no,no,cellular,jul,wed,1222.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes
39423,37.0,technician,married,professional.course,no,yes,no,telephone,apr,mon,481.0,1,999.0,0.0,nonexistent,-1.8,93.749,-34.6,0.642,5008.7,yes
39615,37.0,management,married,high.school,no,no,no,cellular,may,fri,292.0,3,999.0,0.0,nonexistent,-1.8,93.876,-40.0,0.682,5008.7,yes
16090,24.0,student,married,university.degree,no,no,no,cellular,jul,tue,114.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
39470,54.0,admin.,married,high.school,no,no,no,cellular,apr,mon,220.0,1,12.0,1.0,success,-1.8,93.749,-34.6,0.643,5008.7,no
30183,40.0,technician,divorced,university.degree,no,yes,no,cellular,apr,thu,335.0,1,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
3801,40.0,blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,130.0,3,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
23106,33.0,management,married,university.degree,no,yes,no,cellular,aug,tue,126.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
20805,31.0,admin.,single,university.degree,no,no,no,cellular,aug,wed,222.0,3,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
37713,32.0,management,single,university.degree,no,no,no,cellular,aug,thu,149.0,1,3.0,2.0,success,-2.9,92.201,-31.4,0.851,5076.2,yes
38662,54.0,blue-collar,married,basic.9y,no,no,no,cellular,nov,wed,138.0,1,7.0,2.0,failure,-3.4,92.649,-30.1,0.7190000000000001,5017.5,no
40379,18.0,student,single,unknown,no,yes,no,cellular,aug,wed,561.0,1,17.0,2.0,failure,-1.7,94.027,-38.3,0.9,4991.6,yes
19001,47.0,entrepreneur,married,university.degree,no,yes,no,cellular,aug,tue,641.0,2,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
20783,39.0,management,married,university.degree,no,yes,no,telephone,aug,wed,306.0,1,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
13977,38.0,blue-collar,divorced,basic.9y,no,no,no,cellular,jul,fri,764.0,2,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
221,43.0,technician,married,unknown,unknown,no,no,telephone,may,mon,366.0,2,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
25341,57.0,retired,married,high.school,no,no,no,cellular,nov,tue,486.0,2,999.0,1.0,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
14044,32.0,blue-collar,married,basic.9y,no,yes,yes,cellular,jul,fri,396.0,3,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
37122,61.0,retired,married,professional.course,no,no,no,cellular,aug,tue,219.0,1,999.0,0.0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,yes
36678,51.0,technician,single,university.degree,no,yes,no,cellular,jun,fri,509.0,1,999.0,0.0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes
35913,53.0,technician,married,professional.course,no,no,no,cellular,may,mon,421.0,1,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,yes
2315,38.0,management,married,basic.9y,no,yes,no,telephone,may,tue,1000.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,yes
8355,31.0,unemployed,divorced,basic.4y,no,yes,no,telephone,jun,tue,801.0,1,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
15893,26.0,services,single,high.school,no,yes,no,cellular,jul,mon,256.0,1,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
39617,30.0,student,single,high.school,no,no,no,telephone,may,fri,300.0,3,999.0,0.0,nonexistent,-1.8,93.876,-40.0,0.682,5008.7,yes
37078,23.0,blue-collar,single,high.school,no,no,no,cellular,jul,fri,104.0,2,999.0,0.0,nonexistent,-2.9,92.469,-33.6,1.007,5076.2,yes
8240,40.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,tue,161.0,3,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
35424,41.0,admin.,single,high.school,no,no,no,cellular,may,mon,722.0,4,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes
5982,46.0,self-employed,single,high.school,no,yes,no,telephone,may,tue,147.0,1,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
16710,40.0,entrepreneur,married,university.degree,no,no,no,cellular,jul,wed,279.0,3,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
6418,50.0,management,single,university.degree,no,unknown,unknown,telephone,may,wed,372.0,2,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
37507,40.0,admin.,married,high.school,no,no,no,cellular,aug,thu,477.0,2,999.0,0.0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,yes
39196,41.0,admin.,divorced,university.degree,no,yes,no,cellular,mar,fri,498.0,2,6.0,3.0,success,-1.8,93.369,-34.8,0.653,5008.7,yes
39419,26.0,unemployed,single,university.degree,no,yes,no,cellular,apr,thu,618.0,1,999.0,0.0,nonexistent,-1.8,93.749,-34.6,0.64,5008.7,yes
7373,28.0,blue-collar,single,basic.9y,no,no,no,telephone,may,fri,521.0,2,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
